,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
1105,3446432051,book,hardcover,Die Kunst des klugen Handelns,Rolf Dobelli,"Hanser, Carl GmbH + Co.",,$17.49,4.5
1106,0470677937,book,hardcover,Economyths: Ten Ways Economics Gets It Wrong,David Orrell,Wiley," From the inability of wealth to make us happier, to our catastrophic blindness to the credit crunch, Economyths reveals ten ways in which economics has failed us all.Forecasters predicted a prosperous year in 2008 for financial markets - in one influential survey the average prediction was for an eleven percent gain. But by the end of the year, the Standard and Poor's 500 index - a key economic barometer - was down 38 percent, and major economies were plunging into recession. Even the Queen asked - ""Why did no one see it coming?""An even bigger casualty was the credibility of economics, which for decades has claimed that the economy is a rational, stable, efficient machine, governed by well-understood laws.Mathematician David Orrell traces the history of this idea from its roots in ancient Greece to the financial centres of London and New York, shows how it is mistaken, and proposes new alternatives. Economyths explains how the economy is the result of complex and unpredictable processes; how risk models go astray; why the economy is not rational or fair; why until 2009 no woman had ever won the Nobel Prize for economics; why financial crashes are less Black Swans than part of the landscape; and finally, how new ideas in mathematics, psychology, and environmentalism are helping to reinvent economics. Economyths was a finalist for the 2011 National Business Book Award (Canada).",,3.3
1107,0198571224,book,hardcover,Holographic Visions: A History of New Science,Sean F. Johnston,"Oxford University Press, USA",,,
1108,1250065690,book,hardcover,"Here Comes Exterminator!: The Longshot Horse, the Great War, and the Making of an American Hero",Eliza McGraw,Thomas Dunne Books," The father of the Kentucky Derby called him “the greatest all-around Thoroughbred in American racing history.” Sportswriter Grantland Rice simply called him “the greatest racehorse.” Now Eliza McGraw tells the story of how a gangling, long-shot Kentucky Derby winner named Exterminator became one of the most beloved racehorses of all time. Here Comes Exterminator! draws readers into the golden age of racing, with all its ups and downs, the ever-involving interplay of horses and people, and the beauty, grace, fear, and hope that are a daily part of life at the track. Caught between his hotheaded millionaire owner and his knowledgeable trainer, Exterminator captured fans’ affection with his personality, consistency, athleticism, and heart. Exterminator’s staggering success would dramatically change the world of horse-racing. He challenged the notion that American horses would never live up to Europe’s meticulously charted bloodlines and became a patriotic icon of the country after World War I. And his longevity established him as one of the public’s most beloved athletes, paving the way for equine celebrities like Seabiscuit and showing Americans they could claim―and love―a famous racehorse as their own.",$14.98,4.4
1109,1510704000,book,hardcover,Wandering Wild,Jessica Taylor,Sky Pony Press,"   ""I believe in possibility. Of magic, of omens, of compasses, of love. Some of it's a little bit true.""  Sixteen-year-old Tal is a Wanderera grifter whose life is built around the sound of wheels on the road, the customs of her camp, and the artful scams that keep her fed. With her brother, Wen, by her side, it's the only life she's ever known. It's the only one she's ever needed. Then, in a sleepy Southern town, the queen of cons picks the wrong mark when she meets Spencer Swaythe clean-cut Socially Secured boy who ends up hustling her instead of the other way around. For the first time, she sees a reason to stay. As her obligations to the camp begin to feel like a prison sentence, the pull to leave tradition behind has never been so strong. But the Wanderers live by signs, and all the signs all say that Tal and Spencer will end disaster and grief. Is a chance at freedom worth almost certain destruction?  Wandering Wild is an achingly romantic journey of tradition and self-discoverya magical debut. ",$3.14,4.7
1110,0451461975,book,hardcover,"Storm Front (The Dresden Files, Book 1)",Jim Butcher,Roc," In the first novel in the #1 New York Times bestselling Dresden Files series, Harry Dresden’s investigation of a grisly double murder pulls him into the darkest depths of magical Chicago… As a professional wizard, Harry Dresden knows firsthand that the “everyday” world is actually full of strange and magical things—and most of them don’t play well with humans. And those that do enjoy playing with humans far too much. He also knows he’s the best at what he does. Technically, he’s the only at what he does. But even though Harry is the only game in town, business—to put it mildly—stinks.  So when the Chicago P.D. bring him in to consult on a double homicide committed with black magic, Harry's seeing dollar signs. But where there's black magic, there's a black mage behind it. And now that mage knows Harry's name... “A great series—fast-paced, vividly realized and with a hero/narrator who’s excellent company.”—Cinescape ",$22.09,4.4
1111,3702016813,book,hardcover,Pikantes GebÃ¤ck vom Ofner,Christian Ofner,Stocker Leopold Verlag,,$35.49,
1112,0312150512,book,hardcover,Once a Dancer...An Autobiography,Allegra Kent,St. Martin's Press," A memoir of the ballet dancer, tracing her childhood, dance career, and marriage to photographer Bert Stern, includes portraits of dance figures in her life",,4.0
1113,0062270877,book,hardcover,Curiosity House: The Fearsome Firebird,"Lauren Oliver, H. C. Chester",HarperCollins," In this third book in the exceptional Curiosity House mystery series by bestselling author Lauren Oliver and mysterious recluse H. C. Chester, four children must uncover the evil Nicholas Rattigan’s newest dastardly scheme, wage war with a rival freak show, and deal with a spy who may have infiltrated their happy home.Sam, Philippa, Thomas, and Max have just started to recover from their capture and subsequent escape from Rattigan. But the children’s lives don’t stay quiet for long.A slew of bank robberies is terrorizing the city. And when Professor Farnum, the ringmaster of the museum’s now immensely popular flea circus, is charged with murder, the search for the real killer uncovers a plot much bigger than any individual crime—a plot that can only be the work of Nicholas Rattigan. This is the third book in the series and contains even more exciting marvels, such as:A nefarious spy within the museumA very unfortunate flea circusThe heavenly Georgie Rawls, from the original cast of Last ChanceA beautiful and mysterious tattooed lady It continues not to have:A comprehensive review of the top ten toothbrushesA heaping bowl of sugarless cerealA long and boring family vacation A handmade, scratchy wool sweaterLearn more about the series online at www.thecuriosityhouse.com",$11.89,4.2
1114,1481411284,book,hardcover,Illusion (Heirs of Watson Island),Martina Boone,Simon Pulse," Barrie must rescue her beloved and her family from evil spirits in the masterful conclusion to the Heirs of Watson Island trilogy.Caged by secrets all around her and haunted by mistakes that have estranged her from Eight Beaufort, Barrie Watson is desperate to break the curse that puts her family in danger--without breaking the beautiful magic that protects Watson's Landing. To do that, she must heal the rifts that have split the families of the island apart for three hundred years, unravel the mystery of the Fire Carrier and the spirits he guards, and take control of forces so deadly and awe-inspiring they threaten to overwhelm her. With the spirits that cursed Watson Island centuries ago awake and more dangerous than ever, she finds an unlikely ally in the haunting and enigmatic Obadiah, whose motivations and power she still can't read--or trust. His help comes at a price, however, plunging Barrie into a deadly maze of magic and wonder, mystery and intrigue that leads through history to places she never imagined she could go.    For fans of The Gilmore Girls and Supernatural, Kami Garcia and Margaret Stohl's Beautiful Creatures meets Maggie Stiefvater's The Raven Boys in this final book of this southern trilogy of love and romance.",$13.92,4.4
1115,1476759340,book,hardcover,The Brainy Bunch: The Harding Family's Method to College Ready by Age Twelve,"Kip Harding, Mona Lisa Harding",Gallery Books," Two parents share the extraordinary and inspirational story of how they sent six of their ten children to college by the age of twelve—and how any parent can achieve the same amazing success.If the Harding family can do it, your family can too! Having six out of ten kids go to college is no small feat on its own, but having six kids in college by the age of twelve— that’s nothing short of incredible. Meet Kip and Mona Lisa Harding, high school sweethearts whose simple homeschooling method produced exactly those extraordinary results. Kip and Mona Lisa are parents to an engineer (who earned her BS in mathematics at 17), an architect (who finished her five-year program at 18 and became the youngest member of the American Institute of Architects), a Navy physician (who earned her biology degree at 17), an entrepreneur (who earned a BA in English at 15 and an MS in computer science at 17), a 15-year-old college senior studying music theory and performance, a 12-year-old Middle Ages scholar with the highest average in his college class, and four others who are following fast in their siblings’ footsteps! No wonder the family is so used to being asked: How did you do it? The Hardings are the first to say they’re not geniuses. Nor do they run a strict, high-pressure household. Instead, they find out early what really motivates their children, instill their kids with dreams, and allow those dreams to blossom. In a remarkable, down-to-earth narrative that is part captivating memoir, part invaluable guidebook for parents, Kip and Mona Lisa reveal with warmth and humility the strategies behind their family’s amazing educational accomplishments. Filled with daily regimens, advice for providing children with fulfilling experiences that go beyond the home, and tips for making the transition to college, theirs is an inspirational real-life success story that anyone can achieve—whether you homeschool your children or not. The Brainy Bunch is uplifting and ultimately relatable proof of what any family can accomplish through dedication, love, faith, and hard work.",$14.49,4.2
1116,0679409505,book,hardcover,"Jack The Bodiless (Galactic Milieu Trilogy, Vol 1)",Julian May,Knopf," Rogi Remillard, a member of the powerful Remillard family and the chosen tool of the most powerful being in the Milieu, and Rogi's nephew Marc, the greatest metaphysic, are powerless to stop the Fury when it begins to kill off Remillards",$13.59,4.4
1117,184653092X,book,hardcover,"Scooby-Doo"" Annual 2010""",Various,Panini (UK) Ltd.," Scooby-Doo"" Annual 2010",,
1118,3540706976,book,hardcover,MATLAB Guide to Finite Elements: An Interactive Approach,Peter I. Kattan,Springer,,,
1119,B000TIA13Y,book,hardcover,"Atlas Shrugged, 2-Vol. Set",Ayn Rand,International Collectors Library," Both Volumes are in Exellent Condition and have never been read. Tight Spines, Great Cover/Corners",,4.4
1120,1579229697,book,hardcover,"Provost: Experiences, Reflections and Advice From a Former Number Two"" on Campus""","Larry A. Nielsen, D.H. DeHayes",Stylus Publishing,,,
1121,1119111153,book,hardcover,5 Gears: How to Be Present and Productive When There is Never Enough Time,"Jeremie Kubicek, Steve Cockram",Wiley,,,
1122,1936488531,book,hardcover,Mideast Beast: The Scriptural Case for an Islamic Antichrist,Joel Richardson,WND Books,,,
1123,1408870363,book,hardcover,Built: The Hidden Stories Behind our Structures,AGRAWAL ROMA,Bloomsbury,,$20.96,4.2
1124,006245854X,book,hardcover,Ronit & Jamil,Pamela L. Laskin,Katherine Tegen Books," Pamela L. Laskin’s beautiful and lyrical novel in verse delivers a fresh and captivating retelling of Shakespeare’s Romeo and Juliet that transports the star-crossed lovers to the modern-day Israel-Palestine conflict.Ronit, an Israeli girl, lives on one side of the fence. Jamil, a Palestinian boy, lives on the other side. Only miles apart but separated by generations of conflict—much more than just the concrete blockade between them. Their fathers, however, work in a distrusting but mutually beneficial business arrangement, a relationship that brings Ronit and Jamil together. And lightning strikes. The kind of lightning that transcends barrier fences, war, and hatred.The teenage lovers fall desperately into the throes of forbidden love, one that would create an irreparable rift between their families if it were discovered. But a love this big can only be kept secret for so long. Ronit and Jamil must face the fateful choice to save their lives or their loves, as it may not be possible to save both.",$12.10,3.7
1125,1602862893,book,hardcover,"My Spirit Took You In: The Romance that Sparked an Epidemic of Fear: A Memoir of the Life and Death of Thomas Eric Duncan, America's First Ebola Victim","Louise Troh, Christine Wicker",Weinstein Books," Louise Trohfiancée of Thomas Eric Duncan, the first man ever to die of Ebola in Americabreaks her silence about her experience in this deeply moving memoir, chronicling the decade-long love story that starts in Liberia and ends in an isolation ward in Dallas, Texas.",$13.55,4.8
1126,1452136610,book,hardcover,"Ultimate Book of Trivia: The Essential Collection of over 1,000 Curious Facts to Impress Your Friends and Expand Your Mind",Scott McNeely,Chronicle Books," Did you know that cats can be left-handed?Trivia fans will be eager to dive into this book for an edifying and entertaining tour of all the things they didn't know that they didn't know. There is something here for everyone and every occasion, with topics including Space and Science, Being Human, Sports, Music, Food and Drink, and Famous Inventions. It's full of conversation starters, from Herbert Hoover's pet alligators to the longest recorded bout of hiccups (it lasted for 68 years). Brimming with surprising facts, this comprehensive collection of trivia is sure to puzzle and delight.",$18.49,3.9
1127,1941394116,book,hardcover,For Love of the Real: A Story of Life's Mystical Secret,Llewellyn Vaughan-Lee,The Golden Sufi Center," A detailed description of the mystical journey to Absolute Truth from Llewellyn Vaughan-Lee.  At the root of every mystical calling is the search for what is Real; this book follows this call, detailing the inner journey to Absolute Truth. Readers are guided through traditional experiences of the path—emptiness and the void, oneness, and communion with nature. Particular direction is given for how contemporary seekers can—and must—engage with challenges unique to our times, such as extreme materialism and ecological devastation. A pioneer in the subject of Spiritual Ecology Llewellyn Vaughan-Lee offers spiritual guidance on the vital need to restore a sacred connection to life and the environment. For Love of the Real is a much needed in-depth exploration of the contribution spiritual life can make to our present environmental crisis. ",$15.80,4.7
1128,0465094252,book,hardcover,Lost in Math: How Beauty Leads Physics Astray,Sabine Hossenfelder,Basic Books," A contrarian argues that modern physicists' obsession with beauty has given us wonderful math but bad science Whether pondering black holes or predicting discoveries at CERN, physicists believe the best theories are beautiful, natural, and elegant, and this standard separates popular theories from disposable ones. This is why, Sabine Hossenfelder argues, we have not seen a major breakthrough in the foundations of physics for more than four decades. The belief in beauty has become so dogmatic that it now conflicts with scientific objectivity: observation has been unable to confirm mindboggling theories, like supersymmetry or grand unification, invented by physicists based on aesthetic criteria. Worse, these ""too good to not be true"" theories are actually untestable and they have left the field in a cul-de-sac. To escape, physicists must rethink their methods. Only by embracing reality as it is can science discover the truth.",$20.40,4.5
1129,0393064689,book,hardcover,A Tranquil Star: Unpublished Short Stories of Primo Levi,"Primo Levi, Ann Goldstein, Alessandra Bastagli",W. W. Norton & Company," A Tranquil Star, the first new American collection of Primo Levi previously untranslated fiction to appear since 1990, affirms his position as one of the twentieth century's most enduring writers. These seventeen stories, first published in Italian between 1949 and 1986, demonstrate Levi's extraordinary range, taking the reader from the primal resistance of a captured partisan fighter to a middle-aged chemist experimenting with a new paint that wards off evil, to the lustful thoughts of an older man obsessed with a mysterious woman in a seaside villa. In the title story, Levi demonstrates his unerringly tragic understanding of the fragility of the universe through the tale of a pensive astronomer, terrified by the possibility that a long-dormant star might explode and reduce the entire planet to vapor. This remarkable new collection affirms Italo Calvino's conviction that Levi was ""one of the most important and gifted writers of our time.""",$4.80,4.3
1130,1409175200,book,hardcover,The Lido,Libby Page,Orion,,,
1131,383383319X,book,hardcover,Das Geheimnis zufriedener Babys,Nora Imlau,Graefe und Unzer Verlag,,,
1132,1305633717,book,hardcover,Organized Crime,Howard Abadinsky,Wadsworth Publishing,,,
1133,0805094598,book,hardcover,Shadow and Bone (Grisha Trilogy),Leigh Bardugo,Henry Holt and Co. (BYR)," Enter the Grishaverse with Book One of the Shadow and Bone Trilogy by the #1 New York Times–bestselling author of Six of Crows and Crooked Kingdom.Soldier. Summoner. Saint. Orphaned and expendable, Alina Starkov is a soldier who knows she may not survive her first trek across the Shadow Fold―a swath of unnatural darkness crawling with monsters. But when her regiment is attacked, Alina unleashes dormant magic not even she knew she possessed.Now Alina will enter a lavish world of royalty and intrigue as she trains with the Grisha, her country’s magical military elite―and falls under the spell of their notorious leader, the Darkling. He believes Alina can summon a force capable of destroying the Shadow Fold and reuniting their war-ravaged country, but only if she can master her untamed gift.As the threat to the kingdom mounts and Alina unlocks the secrets of her past, she will make a dangerous discovery that could threaten all she loves and the very future of a nation. Welcome to Ravka . . . a world of science and superstition where nothing is what it seems. A New York Times Bestseller A Los Angeles Times Bestseller An Indie Next List BookThis title has Common Core connections.Praise for the Grishaverse “A master of fantasy.” ―The Huffington Post “Utterly, extremely bewitching.” ―The Guardian “The best magic universe since Harry Potter.” ―Bustle “This is what fantasy is for.” ―The New York Times Book Review “[A] world that feels real enough to have its own passport stamp.” ―NPR “The darker it gets for the good guys, the better.” ―Entertainment Weekly “Sultry, sweeping and picturesque. . . . Impossible to put down.” ―USA Today “There’s a level of emotional and historical sophistication within Bardugo’s original epic fantasy that sets it apart.” ―Vanity Fair “Unlike anything I’ve ever read.” ―Veronica Roth, bestselling author of Divergent “Bardugo crafts a first-rate adventure, a poignant romance, and an intriguing mystery!” ―Rick Riordan, bestselling author of the Percy Jackson series “This is a great choice for teenage fans of George R.R. Martin and J.R.R. Tolkien.” ?RT Book Reviews Read all the books in the Grishaverse!The Shadow and Bone Trilogy (previously published as The Grisha Trilogy)Shadow and BoneSiege and StormRuin and RisingThe Six of Crows DuologySix of CrowsCrooked KingdomThe Language of Thorns: Midnight Tales and Dangerous Magic",$18.99,4.4
1134,0995566704,book,hardcover,Merlin at War (A DCI Frank Merlin Novel),Mark Ellis,London Wall Publishing," Summer 1941. Four violent deaths, French double agents, an escalating fraud case – DCI Frank Merlin sets out on his most complex case yet. War rages across Europe. France is under the Nazi thumb. Britain has its back to the wall. In London, Scotland Yard detective Merlin investigates a series of disturbing events – a young girl killed in a botched abortion, a French emigré shot in a seedy Notting Hill flat, a mysterious letter written by a British officer, gunned down in Crete. Chasing evidence spanning Buenos Aires, New York, Cairo and Occupied France, Merlin and his team are plunged into an international investigation of espionage, murder, love and betrayal. ",$6.96,4.3
1135,0062118811,book,hardcover,3:59,Gretchen McNeil,Balzer + Bray," From Possess and Ten author Gretchen McNeil comes a deliciously eerie science-fiction horror story in the tradition of Lisa McMann's Wake trilogy and the movie Sliding Doors.Josie Byrne's life is spiraling out of control. And just when she thinks it can't get worse, she wakes to an image of herself in the bedroom mirror. Except it's not her at all—the girl in the mirror is blonder and prettier. And her name is Jo.The two girls are doppelgängers whose universes overlap every twelve hours at 3:59. Fascinated by Jo's perfect world, Josie jumps at the chance to pass through the portal and switch places for a day.But Jo's world is far from perfect, and the stuff of nightmares lurks around every corner. And when Josie finds herself trapped there, her life becomes more dangerous—and more deadly—than she ever imagined.",$9.88,4.3
1136,159463128X,book,hardcover,"The Last Best Cure: My Quest to Awaken the Healing Parts of My Brain and Get Back My Body, My Joy, and My Life",Donna Jackson Nakazawa,Hudson Street Press," One day Donna Jackson Nakazawa found herself lying on the floor to recover from climbing the stairs. That’s when it hit her. She was managing the symptoms of the autoimmune disorders that had plagued her for a decade, but she had lost her joy. As a science journalist, she was curious to know what mind-body strategies might help her. As a wife and mother she was determined to get her life back. Over the course of one year, Nakazawa researches and tests a variety of therapies including meditation, yoga, and acupuncture to find out what works. But the discovery of a little-known branch of research into Adverse Childhood Experiences causes her to have an epiphany about her illness that not only stuns her—it turns her life around. Perfect for readers of Gretchen Rubin's The Happiness Project, Nakazawa shares her unexpected discoveries, amazing improvements, and shows readers how they too can find their own last best cure.",$21.45,4.7
1137,1423160924,book,hardcover,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor",Rick Riordan,Disney-Hyperion," Thor's hammer is missing again. The thunder god has a disturbing habit of misplacing his weapon--the mightiest force in the Nine Worlds. But this time the hammer isn't just lost, it has fallen into enemy hands. If Magnus Chase and his friends can't retrieve the hammer quickly, the mortal worlds will be defenseless against an onslaught of giants. Ragnarok will begin. The Nine Worlds will burn. Unfortunately, the only person who can broker a deal for the hammer's return is the gods' worst enemy, Loki--and the price he wants is very high.",$12.48,4.4
1138,1936661845,book,hardcover,Traction: Get a Grip on Your Business,Gino Wickman,BenBella Books," Do you have a grip on your business, or does your business have a grip on you? All entrepreneurs and business leaders face similar frustrationspersonnel conflict, profit woes, and inadequate growth. Decisions never seem to get made, or, once made, fail to be properly implemented. But there is a solution. It’s not complicated or theoretical. Based on years of real-world implementation in more than 100 companies, the Entrepreneurial Operating System® is a practical method for achieving the business success you have always envisioned. In Traction, you’ll learn the secrets of strengthening the six key components of your business. You’ll discover simple yet powerful ways to run your company that will give you and your leadership team more focus, more growth, and more enjoyment. Successful companies are applying Traction every day to run profitable, frustration-free businessesand you can too. For an illustrative, real-world lesson on how to apply Traction to your business, check out its companion book, Get A Grip. ",$22.86,4.6
1139,0224090496,book,hardcover,Solar,Ian McEwan,Jonathan Cape," Michael Beard is a Nobel prize-winning physicist whose best work is behind him. Trading on his reputation, he speaks for enormous fees, lends his name to the letterheads of renowned scientific institutions and half-heartedly heads a government-backed initiative tackling global warming. A compulsive womaniser, Beard finds his fifth marriage floundering. But this time it is different: she is having the affair, and he is still in love with her. When Beard's professional and personal worlds collide in a freak accident, an opportunity presents itself for Beard to extricate himself from his marital mess, reinvigorate his career and save the world from environmental disaster. Ranging from the Arctic Circle to the deserts of New Mexico, ""Solar"" is a serious and darkly satirical novel, showing human frailty struggling with the most pressing and complex problem of our time. A story of one man's greed and self-deception, it is a profound and stylish new work from one of the world's great writers.",,3.5
1140,0393061027,book,hardcover,The Book of Genesis Illustrated by R. Crumb,R. Crumb,W. W. Norton & Company," Nominated for three 2010 Will Eisner Comic Industry Awards: From Creation to the death of Joseph, here are all 50 chapters of the Book of Genesis, revealingly illustrated as never before. Envisioning the first book of the bible like no one before him, R. Crumb, the legendary illustrator, reveals here the story of Genesis in a profoundly honest and deeply moving way. Originally thinking that we would do a take off of Adam and Eve, Crumb became so fascinated by the Bible’s language, “a text so great and so strange that it lends itself readily to graphic depictions,” that he decided instead to do a literal interpretation using the text word for word in a version primarily assembled from the translations of Robert Alter and the King James bible. Now, readers of every persuasion―Crumb fans, comic book lovers, and believers―can gain astonishing new insights from these harrowing, tragic, and even juicy stories. Crumb’s Book of Genesis reintroduces us to the bountiful tree lined garden of Adam and Eve, the massive ark of Noah with beasts of every kind, the cities of Sodom and Gomorrah destroyed by brimstone and fire that rained from the heavens, and the Egypt of the Pharaoh, where Joseph’s embalmed body is carried in a coffin, in a scene as elegiac as any in Genesis. Using clues from the text and peeling away the theological and scholarly interpretation that have often obscured the Bible’s most dramatic stories, Crumb fleshes out a parade of Biblical originals: from the serpent in Eden, the humanoid reptile appearing like an alien out of a science fiction movie, to Jacob, a “kind’ve depressed guy who doesn’t strike you as physically courageous,” and his bother, Esau, “a rough and kick ass guy,” to Abraham’s wife Sarah, more fetching than most woman at 90, to God himself, “a standard Charlton Heston-like figure with long white hair and a flowing beard.” As Crumb writes in his introduction, “the stories of these people, the Hebrews, were something more than just stories. They were the foundation, the source, in writing of religious and political power, handed down by God himself.” Crumb’s Book of Genesis, the culmination of 5 years of painstaking work, is a tapestry of masterly detail and storytelling which celebrates the astonishing diversity of the one of our greatest artistic geniuses. Nominated for three 2010 Will Eisner Comic Industry Awards: Best Adaptation from Another Work, Best Graphic Album, Best Writer/Artist.",$19.57,4.7
1141,0312385471,book,hardcover,Before the Big Bang: The Prehistory of Our Universe,Brian Clegg,St. Martin's Press," According to a recent survey, the most popular question about science from the general public was: what came before the Big Bang? We all know on some level what the Big Bang is, but we don’t know how it became the accepted theory, or how we might know what came before. In Before the Big Bang, Brian Clegg (the critically acclaimed author of Upgrade Me and The God Effect) explores the history of this remarkable concept. From the earliest creation myths, through Hershel’s realization that the Milky Way was one of many galaxies, to on-going debates about Black Holes, this is an incredible look at the origins of the universe and the many theories that led to the acceptance of the Big Bang. But in classic scientist fashion Clegg challenges the notion of the “Big Bang” itself, and raises the deep philosophical question of why we might want to rethink the origin of the universe. This is popular science at its best, exploratory, controversial, and utterly engrossing. ",$35.00,3.5
1142,0307270645,book,hardcover,Everybody's Fool: A novel,Richard Russo,Knopf," A New York Times 2016 Notable BookAn immediate national best seller and instant classic from the Pulitzer Prize-winning author of Empire Falls. Richard Russo returns to North Bath—“a town where dishonesty abounds, everyone misapprehends everyone else and half the citizens are half-crazy” (The New York Times)—and the characters who made Nobody’s Fool a beloved choice of book clubs everywhere. Everybody’s Fool is classic Russo, filled with humor, heart, hard times, and people you can’t help but love, possibly because their various faults make them so human.   Everybody’s Fool picks up roughly a decade since we were last with Miss Beryl and Sully on New Year's Eve 1984. The irresistible Sully, who in the intervening years has come by some unexpected good fortune, is staring down a VA cardiologist’s estimate that he has only a year or two left, and it’s hard work trying to keep this news from the most important people in his life: Ruth, the married woman he carried on with for years . . . the ultra-hapless Rub Squeers, who worries that he and Sully aren’t still best friends . . . Sully’s son and grandson, for whom he was mostly an absentee figure (and now a regretful one). We also enjoy the company of Doug Raymer, the chief of police who’s obsessing primarily over the identity of the man his wife might’ve been about to run off with, before dying in a freak accident . . . Bath’s mayor, the former academic Gus Moynihan, whose wife problems are, if anything, even more pressing . . . and then there’s Carl Roebuck, whose lifelong run of failing upward might now come to ruin. And finally, there’s Charice Bond—a light at the end of the tunnel that is Chief Raymer’s office—as well as her brother, Jerome, who might well be the train barreling into the station. A crowning achievement—“like hopping on the last empty barstool surrounded by old friends” (Entertainment Weekly)—from one of the greatest storytellers of our time.",$15.33,4.4
1143,0802127355,book,hardcover,Freshwater,Akwaeke Emezi,Grove Press," An extraordinary debut novel, Freshwater explores the surreal experience of having a fractured self. It centers around a young Nigerian woman, Ada, who develops separate selves within her as a result of being born ""with one foot on the other side."" Unsettling, heartwrenching, dark, and powerful, Freshwater is a sharp evocation of a rare way of experiencing the world, one that illuminates how we all construct our identities.Ada begins her life in the south of Nigeria as a troubled baby and a source of deep concern to her family. Her parents, Saul and Saachi, successfully prayed her into existence, but as she grows into a volatile and splintered child, it becomes clear that something went terribly awry. When Ada comes of age and moves to America for college, the group of selves within her grows in power and agency. A traumatic assault leads to a crystallization of her alternate selves: Asụghara and Saint Vincent. As Ada fades into the background of her own mind and these selves―now protective, now hedonistic―move into control, Ada's life spirals in a dark and dangerous direction.Narrated from the perspective of the various selves within Ada, and based in the author's realities, Freshwater explores the metaphysics of identity and mental health, plunging the reader into the mystery of being and self. Freshwater dazzles with ferocious energy and serpentine grace, heralding the arrival of a fierce new literary voice.",$16.32,4.1
1144,0071592539,book,hardcover,"Security Analysis: Sixth Edition, Foreword by Warren Buffett (Security Analysis Prior Editions)","Benjamin Graham, David Dodd, Warren Buffett",McGraw-Hill,,,
1145,0525477438,book,hardcover,"Peace, Love, and Baby Ducks",Lauren Myracle,Dutton Books for Young Readers," Growing up in a world of wealth and pastel-tinted entitlement, fifteen-year-old Carly has always relied on the constancy—and authenticity—of her sister, Anna. But when fourteen-year-old Anna turns plastic-perfect-pretty over the course of a single summer, everything starts to change. And there are boys involved, complicating things as boys always do. With warmth, insight, and an unparalleled gift for finding humor even in stormy situations, beloved author Lauren Myracle dives into the tumultuous waters of sisterhood and shows that even very different sisters can learn to help each other stay afloat.",$6.04,4.2
1146,0091958547,book,hardcover,"Lundy, Rockall, Dogger, Fair Isle",Mathew Clayton,Ebury Press," A celebration of the unique, magical islands of Britain.      Beyond the British shores and straight out to sea lie the most magical islands, just waiting to be discovered. Little worlds, unique in their rugged and breath-taking geography, legends and folklore, scattered with ruins, wildlife and clues to their fascinating past, many remain untouched by the modern world.     Take a journey, take a leap, and discover lands you never knew. Explore Lundy, the perfect refuge for pirates and a cast of other ne'er-do-wells; St Kilda, the tiny island that was inhabited for over 2000 years but now lies abandoned; or Hy Brasil, a mirage that was featured on maps for centuries but never even existed.     Lundy, Rockall, Dogger, Fair Isle is an illustrated celebration of the islands round Britain and their rare magic.",$41.55,
1147,9380905068,book,hardcover,The Fourth Passenger,Mini Nair,Roman Books," Set in Mumbai during the Hindu-Muslim conflict of the early 1990s, THE FOURTH PASSENGER is the story of four women raised with traditional Indian values, whose partnership give them the temerity to stand up against the religious extremism. Having reached their thirties and disillusioned with their lives and husbands, their decision to open an urban food stand is mingled with their memories of a distant past when two of them loved the same man. But, in order to establish their fledgling business, they must contend with individual temperament, extortionists, ruthless competitors, and most importantly, the prevailing religious intolerance.",$4.08,4.2
1148,0062409972,book,hardcover,From Silk to Silicon: The Story of Globalization Through Ten Extraordinary Lives,Jeffrey E. Garten,Harper," The story of globalization, the most powerful force in history, as told through the life and times of ten people who changed the world by their singular, spectacular accomplishments.This is the first book to look at the history of globalization through the lens of individuals who did something transformative, as opposed to describing globalization through trends, policies, or particular industries. From Silk to Silicon tells the story of who these men and women were, what they did, how they did it and how their achievements continue to shape our world today. They include:• Genghis Khan, who united east and west by conquest and by opening new trade routes built on groundbreaking transportation, communications, and management innovations.• Mayer Amschel Rothschild, who arose from an oppressive Jewish ghetto to establish the most powerful bank the world has seen, and ushered in an era of global finance.• Cyrus Field, who became the father of global communications by leading the effort to build the transatlantic telegraph, the forerunner to global radio, TV, and the worldwide Internet.• Margaret Thatcher, whose controversial policies opened the gusher of substantially free markets that linked economies across borders.• Andy Grove, a Hungarian refugee from the Nazis who built the company—Intel—that figured out how to manufacture complex computer chips on a mass, commercial scale and laid the foundation for Silicon Valley’s computer revolution.Through these stories Jeffrey E. Garten finds the common links between these figure and probes critical questions including: How much influence can any one person have in fundamentally changing the world? And how have past trends in globalization affected the present and how will they shape the future? From Silk to Silicon is an essential book to understanding the past—and the future—of the most powerful force of our times.",$16.46,4.0
1149,3423761822,book,hardcover,Das Reich der Sieben HÃ¶fe 02 - Flammen und Finsternis,"Sarah J. Maas, Alexandra Ernst",dtv Verlagsgesellschaft,,$30.50,
1150,0470841990,book,hardcover,The Combined Finite-Discrete Element Method,Antonio A. Munjiza,Wiley,,,
1151,1514468603,book,hardcover,The Concept of Chasing Memories: Unbroken Memories,Shelley Le'Love,Xlibris,,$24.99,5.0
1152,1593272200,book,hardcover,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,Michael Kerrisk,No Starch Press,,,
