,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
2128,0190658940,book,hardcover,American Cicero: Mario Cuomo and the Defense of American Liberalism,Saladin Ambar,Oxford University Press,,,
2129,0749837985,book,hardcover,The Wombles Annual 1999,unknown,Egmont Books Ltd,,$48.64,
2130,1845354559,book,hardcover,Jacqueline Wilson Annual 2012,Jacqueline Wilson,D.C. Thomson & Co,,,
2131,3000319743,book,hardcover,ALDEBARAN (Die RÃ¼ckkehr unserer Ahnen),Reiner Feistle,All-Stern-Verlag,,$22.96,
2132,1621000613,book,hardcover,Milk Production (Nova Biomedical),Boulbaba Rekik,Nova Science Publishers,,,
2133,1119417023,book,hardcover,What's Wrong with Damn Near Everything!: How the Collapse of Core Values Is Destroying Us and How to Fix It,Larry Winget,Wiley," The Pitbull of Personal Development® Takes on Damn Near Everything!Larry Winget does not mince words, and in this latest addition to his straight-talking brand, one of the most iconic leaders of the personal development industry puts down in black and white, What's Wrong with Damn Near Everything!If you think the world is a mess, you already have a lot in common with Larry. The genius and power of his simple approach to turning around the parts of your life that need it has transformed people and businesses all over the world. Now, in this wildly entertaining and informative diagnosis and prescription, he narrows down the singular virus sickening the four most influential aspects in our lives: the people around us, our education system, business, and government. The illness rotting them all out can be blamed on people ignoring their core values.That's personal, and Larry goes there and then some, and that's why countless people have been converted into followers by watching him on television as he regularly appears on varied news programs and by buying enough of his books to put him on the New York Times and Wall Street Journal bestseller lists. His shocking opinions and belly-laughing honesty all come unfiltered. If he offends you—good! You're engaged and really thinking about what's important to you. This single resource enables you to:Take real action to improve what's wrong with your business, family, and life.Get advice you can understand from a non-stop powerhouse coach.What's Wrong with Damn Near Everything! tells you all the simple truths to troubleshooting everyday problems in life and business.",$6.44,4.5
2134,1786330512,book,hardcover,Educated,Tara Westover,Hutchinson,,$18.21,4.7
2135,1620355736,book,hardcover,"The Gentleman's Handbook: A Guide to Exemplary Behavior, or Rules of Life and Love for Men Who Care (Graduation Gift Edition)",Aaron Shepard,Shepard Publications," Gentlemen might be in short supply today, but this little book of wisdom could be a cure. If you're a young man who cares about the quality of his mark on the world -- or if you know such a young man -- the aphorisms of ""The Gentleman's Handbook"" may prove a helpful guide.   /////////////////////////////////////////////////   Aaron Shepard is an author, photographer, publisher, and aspiring gentleman. He lives with his wife and fellow author, Anne L. Watson, in Bellingham, Washington.   /////////////////////////////////////////////////   CONTENTS   A Gentleman in Love A Gentleman in Speech A Gentleman in Society A Gentleman in Life   /////////////////////////////////////////////////   SAMPLES   A gentleman always finds a compliment for a lady he loves.   A gentleman never compares one lady to another.   A gentleman understands that every lady is a flower, and that love will make her bloom.   ----------------------------   A gentleman listens carefully to others and takes pains to remember what he hears.   A gentleman never smirks.   A gentleman knows that words should be weighed, not counted.   ----------------------------   A gentleman understands that the value of any person goes far beyond their usefulness to him.   A gentleman does not leave messes for others to clean up.   A gentleman knows he cannot help others if he does not stand on firm ground himself.   ----------------------------   A gentleman knows that what he does is less important than how he does it.   A gentleman does not avoid what should be resolved.   A gentleman knows that his worth is measured not by what he collects but by what he contributes.   ",$20.00,3.9
2136,1936669706,book,hardcover,My Papa is a Princess,Doug Cenko,blue manatee press," Cuddle up with Dad for this sweet book about a father as seen through his daughter’s eyes. When Papa braids her hair, he’s a hairdresser; when he hangs her drawings on the wall, he’s an art collector. But no matter what happens, he is always her papa, and that’s the most important thing of all!",$12.32,5.0
2137,3863120043,book,hardcover,Die letzten Tage der Menschheit,Anton Holzer,Primus Verlag GmbH,,$43.24,
2138,1476709564,book,hardcover,"Bold: How to Go Big, Create Wealth and Impact the World","Peter H. Diamandis, Steven Kotler",Simon & Schuster," From the coauthors of the New York Times bestseller Abundance comes their much anticipated follow-up: Bold—a radical, how-to guide for using exponential technologies, moonshot thinking, and crowd-powered tools to create extraordinary wealth while also positively impacting the lives of billions.Bold unfolds in three parts. Part One focuses on the exponential technologies that are disrupting today’s Fortune 500 companies and enabling upstart entrepreneurs to go from ""I’ve got an idea"" to ""I run a billion-dollar company"" far faster than ever before. The authors provide exceptional insight into the power of 3D printing, artificial intelligence, robotics, networks and sensors, and synthetic biology. Part Two of the book focuses on the Psychology of Bold, drawing on insights from billionaire entrepreneurs Larry Page, Elon Musk, Richard Branson, and Jeff Bezos. In addition, Diamandis reveals his entrepreneurial secrets garnered from building fifteen companies, including such audacious ventures as Singularity University, XPRIZE, Planetary Resources, and Human Longevity, Inc. Finally, Bold closes with a look at the best practices that allow anyone to leverage today’s hyper-connected crowd like never before. Here, the authors teach how to design and use incentive competitions, launch million-dollar crowdfunding campaigns to tap into ten’s of billions of dollars of capital, and finally how to build communities—armies of exponentially enabled individuals willing and able to help today’s entrepreneurs make their boldest dreams come true. Bold is both a manifesto and a manual. It is today’s exponential entrepreneur’s go-to resource on the use of emerging technologies, thinking at scale, and the awesome power of crowd-powered tools.",$14.69,4.5
2139,0813167876,book,hardcover,Nixon's Back Channel to Moscow: Confidential Diplomacy and DÃ©tente (Studies In Conflict Diplomacy Peace),"Richard A. Moss, James Stavridis USN (Ret.)",University Press of Kentucky," Most Americans consider détente―the reduction of tensions between the United States and the Soviet Union―to be among the Nixon administration's most significant foreign policy successes. The diplomatic back channel that national security advisor Henry Kissinger established with Soviet ambassador Anatoly Dobrynin became the most important method of achieving this thaw in the Cold War. Kissinger praised back channels for preventing leaks, streamlining communications, and circumventing what he perceived to be the US State Department's unresponsive and self-interested bureaucracy. Nixon and Kissinger's methods, however, were widely criticized by State Department officials left out of the loop and by an American press and public weary of executive branch prevarication and secrecy.Richard A. Moss's penetrating study documents and analyzes US-Soviet back channels from Nixon's inauguration through what has widely been heralded as the apex of détente, the May 1972 Moscow Summit. He traces the evolution of confidential-channel diplomacy and examines major flashpoints, including the 1970 crisis over Cienfuegos, Cuba, the Strategic Arms Limitations Talks (SALT), US dealings with China, deescalating tensions in Berlin, and the Vietnam War. Moss argues that while the back channels improved US-Soviet relations in the short term, the Nixon-Kissinger methods provided a poor foundation for lasting policy.Employing newly declassified documents, the complete record of the Kissinger-Dobrynin channel―jointly compiled, translated, annotated, and published by the US State Department and the Russian Foreign Ministry―as well as the Nixon tapes, Moss reveals the behind-the-scenes deliberations of Nixon, his advisers, and their Soviet counterparts. Although much has been written about détente, this is the first scholarly study that comprehensively assesses the central role of confidential diplomacy in shaping America's foreign policy during this critical era.",$37.85,5.0
2140,1250080541,book,hardcover,The Fact of a Body: A Murder and a Memoir,Alexandria Marzano-Lesnevich,Flatiron Books," ""Complex and challenging... push[es] the boundaries of writing about trauma."" ―The New York Times“A True Crime Masterpiece” – Vogue Entertainment Weekly ""Must"" List and Best Books of the Year So FarReal Simple's Best New Books Guardian Best Book of the YearLambda Literary Award WinnerChautauqua Prize Winner ""The Fact of a Body is one of the best books I've read this year. It's just astounding."" ― Paula Hawkins, author of Into the Water and The Girl on the Train""This book is a marvel. The Fact of a Body is equal parts gripping and haunting and will leave you questioning whether any one story can hold the full truth."" ― Celeste Ng, author of the New York Times bestselling Everything I Never Told You and Little Fires EverywhereBefore Alexandria Marzano-Lesnevich begins a summer job at a law firm in Louisiana, working to help defend men accused of murder, she thinks her position is clear. The child of two lawyers, she is staunchly anti-death penalty. But the moment convicted murderer Ricky Langley’s face flashes on the screen as she reviews old tapes―the moment she hears him speak of his crimes -- she is overcome with the feeling of wanting him to die. Shocked by her reaction, she digs deeper and deeper into the case. Despite their vastly different circumstances, something in his story is unsettlingly, uncannily familiar. Crime, even the darkest and most unsayable acts, can happen to any one of us. As Alexandria pores over the facts of the murder, she finds herself thrust into the complicated narrative of Ricky’s childhood. And by examining the details of Ricky’s case, she is forced to face her own story, to unearth long-buried family secrets, and reckon with a past that colors her view of Ricky's crime.But another surprise awaits: She wasn’t the only one who saw her life in Ricky’s. An intellectual and emotional thriller that is also a different kind of murder mystery, THE FACT OF A BODY is a book not only about how the story of one crime was constructed -- but about how we grapple with our own personal histories. Along the way it tackles questions about the nature of forgiveness, and if a single narrative can ever really contain something as definitive as the truth. This groundbreaking, heart-stopping work, ten years in the making, shows how the law is more personal than we would like to believe -- and the truth more complicated, and powerful, than we could ever imagine.",$16.79,4.1
2141,0060892080,book,hardcover,"Outcast (Warriors: Power of Three, Book 3)",Erin Hunter,HarperCollins," There will be three, Kin of you kin....Who hold the Power of the starsIn their paws.A secret prophecy shapes the lives of Firestar's grandchildren, but only one of the three knows about it. Jaypaw is captivated by the power it promises, and he believes the key to that power may lie buried in the distant past -- with the ancient cats who once walked these woods and now prowl through his dreams.His search for answers leads him toward the mountains -- the home of the Tribe of Rushing Water. Lionpaw and Hollypaw feel drawn to the mountains too, for different reasons.But the mountains hide secrets as well as answers, and if the three cats find a way to get there, they may discover more than they ever expected. ",$12.09,4.7
2142,0062320920,book,hardcover,Obama's Enforcer: Eric Holder's Justice Department,"John Fund, Hans von Spakovsky",Broadside Books," Under Attorney General Eric Holder, the Department of Justice has become a politicized hotbed of left-wing legal activism.What is Eric Holder up to? When questioned by congressional committees on sensitive issues like the ATF ""gunwalking"" scandal or the surveillance of Fox News' reporter James Rosen, the attorney general either claimed ignorance or denied specific knowledge. When it was later revealed that Holder had personally signed off on the Rosen investigation, despite his explicit denials, indignant calls were heard across the political spectrum for his resignation. He became the first attorney general in history to be held in contempt by the House of Representatives over a reckless operation that killed a border patrol agent and numerous Mexican citizens. Yet Holder remained in his job, and it is clear that he has President Obama's full support.In Obama's Enforcer, authors John Fund and Hans von Spakovsky provide the first explosive look inside this feared and powerful agency. They describe the transformation of the DOJ into a stronghold of progressive legal activism and provide in-depth portraits of the radical lawyers in Holder's inner circle.Holder survives because his agency acts as a heat shield for the Obama administration, protecting the president's flank on numerous fronts. He also survives because his department is actively advancing Obama's hidden political agenda, from the administration's war on Fox News to its harassment of Tea Party activists. He has injected a new politically correct laxity into domestic security issues, eliminating the use of the words ""radical Islam"" and pushing for civilian trials for terrorists. He has also presided over an unprecedented expansion of politically correct actions at the DOJ's Civil Rights Division and launched a widespread attack on election integrity efforts.In addition to monitoring reporters' phone records, DOJ lawyers were involved in instigating Operation Fast and Furious, ignoring the deliberate leaking of classified documents by the White House to favored reporters, the funneling of taxpayer funds to political allies through collusive settlements, and much more. Obama's Enforcer provides the first investigative look inside the country's largest law enforcement agency and reveals its true and dangerous role in advancing Obama's agenda.",$21.24,4.6
2143,178023659X,book,hardcover,Satellite: Innovation in Orbit (Contemporary Worlds),Doug Millard,Reaktion Books," Right now, above our heads—nearly imperceptible to us but hugely important to how we live—are thousands of man-made objects that we have sent into space. Ubiquitous but mysterious, satellites are the technological infrastructure of our globally connected world, helping us do everything from orient ourselves on a map to watch our favorite television shows. Yet we rarely ever think about them. In this book, Doug Millard pays overdue tribute to the stoic existence of the satellite, tracing its simultaneous pathways through the cold silence of space and the noisy turbulence of the past century.              How satellites ever came to be is, in itself, a remarkable story. Telling an astonishing history of engineering experimentation and ingenuity, Millard shows how the Cold War space race made the earliest satellites—ones like Sputnik, Telstar, and Early Bird—household names. He describes how they evolved into cultural signifiers that represented not only our scientific capabilities but our capacity for imagination, our ability to broaden the scope of our vision to the farthest reaches. From there he follows the proliferation of satellites in the second half of the twentieth century, examining their many different forms, how they evolved, all the things they do, what they have enabled, and how they have influenced our popular culture. Ultimately, Millard asks what we can still expect, what sort of space age the satellite has initiated that is yet to be fully realized.             Published in association with the Science Museum, London, this beautifully illustrated book will appeal to any fan of space exploration and technology.  ",$18.71,
2144,0310708257,book,hardcover,The Jesus Storybook Bible: Every Story Whispers His Name,"Sally Lloyd-Jones, Jago",ZonderKidz," The Moonbeam Award Gold Medal Winner in the religion category, The Jesus Storybook Bible tells the Story beneath all the stories in the Bible. At the center of the Story is a baby, the child upon whom everything will depend. Every story whispers his name. From Noah to Moses to the great King David---every story points to him. He is like the missing piece in a puzzle---the piece that makes all the other pieces fit together. From the Old Testament through the New Testament, as the Story unfolds, children will pick up the clues and piece together the puzzle. A Bible like no other, The Jesus Storybook Bible invites children to join in the greatest of all adventures, to discover for themselves that Jesus is at the center of God's great story of salvation---and at the center of their Story too.",$11.19,4.8
2145,098705306X,book,hardcover,Tell Your Dog You're Pregnant: An Essential Guide for Dog Owners Who Are Expecting a Baby,Lewis Kirkham,Little Creatures Publishing, Title: Tell Your Dog You're Pregnant( An Essential Guide for Dog Owners Who Are Expecting a Baby) <>Binding: Hardcover <>Author: LewisKirkham <>Publisher: LittleCreaturesPublishing,$51.82,4.0
2146,3038003468,book,hardcover,Frei von Schmerz,John E. Sarno,AT Verlag,,,
2147,0749457570,book,hardcover,About Face: The Secrets of Emotionally Effective Advertising,Dan Hill,Kogan Page," Once advertising was all about being ""on-message"" and getting talking points right.  But breakthroughs in brain science have confirmed what we all know but don't often admit to in business: people are primarily emotional decision-makers.About Face shows how 21st-century advertising can realize success by being ""on-emotion"" first and foremost.  Using data from eye-tracking and facial coding to analyze consumer responses, it demonstrates exactly which advertising strategies are successful and why.  Moving beyond the old ""P's"" of product, place, and promotion, Dan Hill outlines ten rules for emotionally effective advertising, including:·          Keep it simple·          Make it relevant·          Be memorable·          Focus on faces·          Always sell hope·          Don’t lead with price  Emotions rule decision making.  About Face shows that by focusing on the three new ""P's"" of passion, purpose, and personality, ad campaigns can become more effective and emotionally engaging, taking brands closers to the customer. ",$15.00,4.3
2148,0399564489,book,hardcover,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,Portfolio," Do you feel awkward at networking events? Do you wonder what your date really thinks of you? Do you wish you could decode people? You need to learn the science of people.   As a human behavior hacker, Vanessa Van Edwards created a research lab to study the hidden forces that drive us. And she’s cracked the code. In Captivate, she shares shortcuts, systems, and secrets for taking charge of your interactions at work, at home, and in any social situation. These aren’t the people skills you learned in school. This is the first comprehensive, science backed, real life manual on how to captivate anyone—and a completely new approach to building connections.   Just like knowing the formulas to use in a chemistry lab, or the right programming language to build an app, Captivate provides simple ways to solve people problems. You’ll learn, for example…  · How to work a room: Every party, networking event, and social situation has a predictable map. Discover the sweet spot for making the most connections. · How to read faces: It’s easier than you think to speed-read facial expressions and use them to predict people’s emotions. · How to talk to anyone: Every conversation can be memorable—once you learn how certain words generate the pleasure hormone dopamine in listeners. When you understand the laws of human behavior, your influence, impact, and income will increase significantly. What’s more, you will improve your interpersonal intelligence, make a killer first impression, and build rapport quickly and authentically in any situation—negotiations, interviews, parties, and pitches. You’ll never interact the same way again.",$18.36,4.7
2149,1902917421,book,hardcover,Cornish for Beginners,Graham Sandercock,Cornish Language Board,,,
2150,1626723397,book,hardcover,The Creepy Case Files of Margo Maloo,Drew Weing,First Second," Charles just moved to Echo City, and some of his new neighbors give him the creeps. They sneak into his room, steal his toys, and occasionally, they try to eat him. The place is teeming with monsters!Lucky for Charles, Echo City has Margo Maloo, monster mediator. No matter who’s causing trouble, Margo knows exactly what to do―the neighborhood kids say monsters are afraid of her. It's a good thing, because Echo City's trolls, ogres, and ghosts all have one thing in common: they don't like Charles very much.",$9.98,4.9
2151,153200771X,book,hardcover,SURVIVING AIDS: The Many Stories of Survival in Our Twenty-Five Year Battle Against HIV/AIDS,David W. Driver,iUniverse," Surviving AIDS involves making all the right moves—and even then, your life is at risk. David W. Driver knows that well: two years after getting married to his wife, Kari-Ann, he discovered that not only did she have HIV, but she was suffering from full-blown AIDS. The disease came on quickly. First, she began to experience numbness in her right hand, fingers, and mouth—and then the numbness spread to her entire right arm. Shortly after being diagnosed she came down with pneumonia, usually a very deadly illness in the AIDS community, but she left the hospital a relatively healthy woman. Then came the PML decease that took her life while she was at home. David was relieved when his blood test for HIV came back negative, but his young daughter, Jordyn, was not so lucky. She was diagnosed as having the HIV virus and was expected to live only several more years. Twenty-six years later, Jordyn is enjoying the best health she has ever had thanks to the proper medical treatment. Join David as he shares a scary and inspirational story of survival that can help others going through a similar journey.",$23.99,4.4
2152,3462041312,book,hardcover,Imperium,Christian Kracht,Kiepenheuer & Witsch GmbH,,$24.39,3.0
2153,0976546949,book,hardcover,King of the Dharma,Geshe Michael Roach,"Diamond Cutter, Csi"," The book addresses to two big needs of today?s world. First, it helps the reader achieve the financial success needed to fulfill individual dreams like buying a home, supporting a family, sending kids to college. Second is to become what the authors call ?fearless,? even in a tough economy and a tough world. The book is in two parts: Geshe Michael?s words are in part one and John?s in part two. The authors show how to have fearlessness on the outside, as John has, resulting in winning multiple military honors by overcoming tremendously challenging circumstances. Geshe Michael shows how to be fearless on the inside, as he learned on a solo, silent three-year Tibetan meditation retreat. The two goals of success and fearlessness are connected. If the reader masters the secrets offered in this book, becoming a success is assured. Understanding how to be a success results in the fearlessness required to achieve success. No more doubts, no more uncertainty: fearless and successful.",,4.0
2154,1419719076,book,hardcover,Red's Planet: Book 1,Eddie Pittman,Amulet Books," Red’s Planet, an intergalactic graphic novel fantasy series from award-winning cartoonist Eddie Pittman (writer/story artist for Disney’s hit TV series Phineas and Ferb), is a nonstop adventure with a unique cast of characters unlike any you’ve ever seen before.   Meet Red, a quirky, headstrong 10-year-old who longs to live in her own perfect paradise far away from her annoying foster family. But when a UFO mistakenly kidnaps her, Red finds herself farther away than she could have possibly imagined—across the galaxy and aboard an enormous spaceship owned by the Aquilari, an ancient creature with a taste for rare and unusual treasures. Before Red can be discovered as a stowaway, the great ship crashes on a small deserted planet, leaving her marooned with a menagerie of misfit aliens. With her newfound friend, a small gray alien named Tawee, Red must find a way to survive the hostile castaways, evade the ravenous wildlife, and contend with Goose, the planet’s grumpy, felinoid custodian. Surely this can’t be the paradise she’s been hoping for.   Fans of Mike Maihack’s Cleopatra in Space and Ben Hatke’s Zita the Spacegirl will embrace Red’s Planet, a boldly illustrated and imaginative new series for readers of all ages. ""Fun, sharp, hilarious, and rip-roaringly original!""""-- Jeff Smith, Bone  ""The only thing that's missing is seeing Red's Planet on my bookshelf-- sandwiched between Jeff Smith's Bone and my library of Pixar Films.""-- Mike Maihack, Cleopatra in Space  ""Red's Planet is a fantastic and fun journey for young readers, but it's also a great trip down memory lane for their parents. The story weaves together a lot of the fun stories we watched  and read in the '80s and '90s and spins them into something new."" -- Kazu Kibuishi, creator of Amulet, Flight, and Explorer ""Filled with genuine sense of childlike awe and style of story, art, and filmmaking reminiscent of Jeff Smith's Bone. Eddie Pittman really has the goods."" -- Dan Povenmire, co-creator of Disney's Phineas and Ferb  ""A meeting of everything that is great about comic books...incredible art, spellbinding storytelling, rich characters, fun, adventure, humor...and heart."" -- Tom Richmond, Mad Magazine artist and President of the National Cartoonist Society   ",$13.73,4.8
2155,0060191449,book,hardcover,Dressing the Man: Mastering the Art of Permanent Fashion,Alan Flusser,HarperCollins," Dressing the Man is the definitive guide to what men need to know in order to dress well and look stylish without becoming fashion victims. Alan Flusser's name is synonymous with taste and style. With his new book, he combines his encyclopedic knowledge of men's clothes with his signature wit and elegance to address the fundamental paradox of modern men's fashion: Why, after men today have spent more money on clothes than in any other period of history, are there fewer well-dressed men than at any time ever before? According to Flusser, dressing well is not all that difficult, the real challenge lies in being able to acquire the right personalized instruction. Dressing well pivots on two pillars -- proportion and color. Flusser believes that ""Permanent Fashionability,"" both his promise and goal for the reader, starts by being accountable to a personal set of physical trademarks and not to any kind of random, seasonally served-up collection of fashion flashes. Unlike fashion, which is obliged to change each season, the face's shape, the neck's height, the shoulder's width, the arm's length, the torso's structure, and the foot's size remain fairly constant over time. Once a man learns how to adapt the fundamentals of permanent fashion to his physique and complexion, he's halfway home. Taking the reader through each major clothing classification step-by-step, this user-friendly guide helps you apply your own specifics to a series of dressing options, from business casual and formalwear to pattern-on-pattern coordination, or how to choose the most flattering clothing silhouette for your body type and shirt collar for your face. A man's physical traits represent his individual road map, and the quickest route toward forging an enduring style of dress is through exposure to the legendary practitioners of this rare masculine art. Flusser has assembled the largest andmost diverse collection of stylishly mantled men ever found in one book. Many never-before-seen vintage photographs from the era of Cary Grant, Tyrone Power, and Fred Astaire are employed to help illustrate the range and diversity of authentic men's fashion. Dressing the Man's sheer magnitude of options will enable the reader to expand both the grammar and verbiage of his permanent-fashion vocabulary. For those men hoping to find sartorial fulfillment somewhere down the road, tethering their journey to the mind-set of permanent fashion will deliver them earlier rather than later in life.",$30.16,4.6
2156,1423133080,book,hardcover,We Are in a Book! (An Elephant and Piggie Book),Mo Willems,Disney-Hyperion, Gerald is careful. Piggie is not. Piggie cannot help smiling. Gerald can.Gerald and Piggie are best friends.,$5.75,4.9
2157,0670786152,book,hardcover,All the Truth That's In Me,Julie Berry,Viking Juvenile," Shortlisted for the Carnegie Medal. A YALSA Best Fiction for Young Adults Top Ten title. A 2014 Edgar Award nominee for YA. A Kids' Indie Next List Top Ten Pick -- #5, Best Books of Winter '13-'14. A School Library Journal Best Book of 2013. A Kirkus Reviews Best Teen Book for 2013. A Horn Book Fanfare 2013 title. A Junior Library Guild Selection. A 2014 TAYSHAS Top Ten Pick.    Four years ago, Judith and her best friend disappeared from their small town of Roswell Station. Two years ago, only Judith returned, permanently mutilated, reviled and ignored by those who were once her friends and family.   Unable to speak, Judith lives like a ghost in her own home, silently pouring out her thoughts to the boy who's owned her heart as long as she can remember--even if he doesn't know it--her childhood friend, Lucas.   But when Roswell Station is attacked, long-buried secrets come to light, and Judith is forced to choose: continue to live in silence, or recover her voice, even if it means changing her world, and the lives around her, forever.   This startlingly original novel will shock and disturb you; it will fill you with Judith's passion and longing; and its mysteries will keep you feverishly turning the pages until the very last.",$16.64,4.4
2158,1250186927,book,hardcover,Artificial Condition (The Murderbot Diaries),Martha Wells,Tor.com," A USA Today bestsellerThe ""I love Murderbot!"" ―Ann LeckieArtificial Condition is the follow-up to Martha Wells's Hugo, Nebula, Alex, and Locus Award-winning, New York Times bestselling All Systems RedIt has a dark past―one in which a number of humans were killed. A past that caused it to christen itself “Murderbot”. But it has only vague memories of the massacre that spawned that title, and it wants to know more.Teaming up with a Research Transport vessel named ART (you don’t want to know what the “A” stands for), Murderbot heads to the mining facility where it went rogue.What it discovers will forever change the way it thinks…",$11.55,4.3
2159,031626024X,book,hardcover,"The Water Will Come: Rising Seas, Sinking Cities, and the Remaking of the Civilized World",Jeff Goodell,"Little, Brown and Company"," ""An immersive, mildly gonzo and depressingly well-timed book about the drenching effects of global warming, and a powerful reminder that we can bury our heads in the sand about climate change for only so long before the sand itself disappears."" (Jennifer Senior, New York Times) A New York Times Critics' Top Book of 2017One of Washington Post's 50 Notable Works of Nonfiction in 2017One of Booklist's Top 10 Science Books of 2017What if Atlantis wasn't a myth, but an early precursor to a new age of great flooding? Across the globe, scientists and civilians alike are noticing rapidly rising sea levels, and higher and higher tides pushing more water directly into the places we live, from our most vibrant, historic cities to our last remaining traditional coastal villages. With each crack in the great ice sheets of the Arctic and Antarctica, and each tick upwards of Earth's thermometer, we are moving closer to the brink of broad disaster.By century's end, hundreds of millions of people will be retreating from the world's shores as our coasts become inundated and our landscapes transformed. From island nations to the world's major cities, coastal regions will disappear. Engineering projects to hold back the water are bold and may buy some time. Yet despite international efforts and tireless research, there is no permanent solution-no barriers to erect or walls to build-that will protect us in the end from the drowning of the world as we know it.The Water Will Come is the definitive account of the coming water, why and how this will happen, and what it will all mean. As he travels across twelve countries and reports from the front lines, acclaimed journalist Jeff Goodell employs fact, science, and first-person, on-the-ground journalism to show vivid scenes from what already is becoming a water world.",$23.14,4.6
2160,0415687241,book,hardcover,A History of Financial Crises: Dreams and Follies of Expectations (Economics as Social Theory),Cihan Bilginsoy,Routledge,,,
2161,0062409239,book,hardcover,As I Descended,Robin Talley,HarperTeen," From the acclaimed author of Lies We Tell Ourselves, Robin Talley, comes a Shakespeare-inspired story of revenge and redemption, where fair is foul, and foul is fair.Maria Lyon and Lily Boiten are their school’s ultimate power couple—but one thing stands between them and their perfect future: campus superstar Delilah Dufrey. Golden child Delilah is a legend at exclusive Acheron Academy, and the presumptive winner of the distinguished Cawdor Kingsley Prize. But Delilah doesn’t know that Lily and Maria are willing to do anything—absolutely anything—to unseat Delilah for the scholarship. After all, it would lock in Maria’s attendance at Stanford—and assure her and Lily four more years in a shared dorm room.Together, Maria and Lily harness the dark power long rumored to be present on the former plantation that houses their school. But when feuds turn to fatalities, and madness begins to blur the distinction between what’s real and what’s imagined, the girls must attempt to put a stop to the chilling series of events they’ve accidentally set in motion.",$7.15,4.0
2162,1534412557,book,hardcover,"The Boy, the Boat, and the Beast",Samantha M. Clark,Simon & Schuster/Paula Wiseman Books," The Graveyard Book meets Hatchet in this eerie novel about a boy who is stranded on a mysterious beach, from debut author Samantha M. Clark.A boy washes up on a mysterious, seemingly uninhabited beach. Who is he? How did he get there? The boy can’t remember. When he sees a light shining over the foreboding wall of trees that surrounds the shore, he decides to follow it, in the hopes that it will lead him to answers. The boy’s journey is a struggle for survival and a search for the truth—a terrifying truth that once uncovered, will force him to face his greatest fear of all if he is to go home. This gripping adventure will have readers hooked until its jaw-dropping and moving conclusion. Samantha M. Clark’s first novel heralds the arrival of an exciting new voice.",$12.32,4.9
2163,0545831946,book,hardcover,"The Keeper (Vega Jane, Book 2)",David Baldacci,Scholastic Press," Vega Jane was always told no one could leave the town of Wormwood. She was told there was nothing outside but the Quag, a wilderness filled with danger and death. And she believed it - until the night she stumbled across a secret that proved that everything she knew was a lie. Now just one thing stands between Vega Jane and freedom - the Quag. In order to leave Wormwood and discover the truth about her world, Vega and her best friend Delph must find a way to make it across a terrifying land of bloodthirsty creatures and sinister magic. But the Quag is worse than Vega Jane's darkest imagining. It's a living, breathing prison designed to keep enemies out and the villagers of Wormwood in. The Quag will throw everything at Vega Jane. It will try to break her. It will try to kill her. And survival might come at a price not even Vega Jane is willing to pay. Master storyteller David Baldacci unleashes a hurricane of action and adrenaline that takes readers to the breaking point.",$11.94,4.0
2164,1524759848,book,hardcover,Bonfire: A Novel,Krysten Ritter,Crown Archetype," “A phenomenal, haunting debut.” —GILLIAN FLYNN, bestselling author of Gone Girl""I burned through Krysten Ritter's hugely accomplished debut. Bonfire is dark, disturbing, and compulsively readable.""—RUTH WARE, bestselling author of In a Dark, Dark Wood and The Woman in Cabin 10   Nothing burns as bright as the truth.It has been ten years since Abby Williams left home and scrubbed away all visible evidence of her small-town roots. Now working as an environmental lawyer in Chicago, she has a thriving career, a modern apartment, and her pick of meaningless one-night stands.But when a new case takes her back home to Barrens, Indiana, the life Abby painstakingly created begins to crack. Tasked with investigating Optimal Plastics, the town’s most high-profile company and economic heart, Abby begins to find strange connections to Barrens’s biggest scandal from more than a decade ago, involving the popular Kaycee Mitchell and her closest friends—just before Kaycee disappeared for good.Abby knows the key to solving any case lies in the weak spots, the unanswered questions. But as she tries desperately to find out what really happened to Kaycee, troubling memories begin to resurface and she begins to doubt her own observations. And when she unearths an even more disturbing secret—a ritual called “The Game”—it will threaten reputations, and lives, in the community and risk exposing a darkness that may consume her.With tantalizing twists, slow-burning suspense, and a remote rural town of just five claustrophobic square miles, Bonfire is a dark exploration of what happens when your past and present collide.",$16.81,4.1
